STATUS,REASON,ORIGIN,SUBJECT,PRIORITY,DESCRIPTION,ISCLOSED,CLOSEDDATE,ISESCALATED,CREATEDDATE,NICE_INCONTACT_CLOSED_DATE_TIME__C,NIC_CREATED_DATE__C,Business_Hours
Closed,,Web,General Inquiry,Medium,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec,TRUE,2019-07-02T01:15:28.000Z,,2019-07-02T00:54:03.000Z,2019-07-02 01:15:28 UTC,2019-07-02T00:54:03Z,01m4P000000m2dc
Closed,,Phone,Product Support,Low,nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt,TRUE,2019-09-14T14:37:26.000Z,,2019-09-14T13:33:48.000Z,2019-09-14 14:37:26 UTC,2019-09-14T13:33:48Z,01m4P000000m2dc
Closed,,Phone,Known Issue,High,ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim,TRUE,2019-04-21T13:13:33.000Z,,2019-04-21T12:36:40.000Z,2019-04-21 13:13:33 UTC,2019-04-21T12:36:40Z,01m4P000000m2dc
Closed,,Phone,Product Support,High,integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla,TRUE,2019-02-03T20:39:50.000Z,,2019-02-03T19:39:32.000Z,2019-02-03 20:39:50 UTC,2019-02-03T19:39:32Z,01m4P000000m2dc
Closed,,Web,Known Issue,Medium,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum,TRUE,2019-02-09T03:56:16.000Z,,2019-02-09T03:11:49.000Z,2019-02-09 03:56:16 UTC,2019-02-09T03:11:49Z,01m4P000000m2dc
Closed,,Email,Known Issue,Low,odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero,TRUE,2019-02-05T22:13:30.000Z,,2019-02-05T21:03:56.000Z,2019-02-05 22:13:30 UTC,2019-02-05T21:03:56Z,01m4P000000m2dc
Closed,,Email,Product Inquiry,Low,neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit,TRUE,2019-06-26T09:12:02.000Z,,2019-06-26T08:22:16.000Z,2019-06-26 09:12:02 UTC,2019-06-26T08:22:16Z,01m4P000000m2dc
Closed,,Email,General Inquiry,Medium,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus,TRUE,2019-02-11T11:17:08.000Z,,2019-02-11T10:18:24.000Z,2019-02-11 11:17:08 UTC,2019-02-11T10:18:24Z,01m4P000000m2dc
Closed,,Email,General Inquiry,Low,bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui,TRUE,2019-07-11T01:32:10.000Z,,2019-07-11T00:23:18.000Z,2019-07-11 01:32:10 UTC,2019-07-11T00:23:18Z,01m4P000000m2dc
Closed,,Email,General Inquiry,Low,aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus,TRUE,2018-12-11T13:45:00.000Z,,2018-12-11T12:24:19.000Z,2018-12-11 13:45:00 UTC,2018-12-11T12:24:19Z,01m4P000000m2dc
Closed,,Web,General Inquiry,High,praesent lectus vestibulum quam sapien varius ut blandit non interdum in,TRUE,2019-09-07T10:22:33.000Z,,2019-09-07T09:28:37.000Z,2019-09-07 10:22:33 UTC,2019-09-07T09:28:37Z,01m4P000000m2dc
Closed,,Email,Product Inquiry,Medium,accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa,TRUE,2018-12-05T23:42:27.000Z,,2018-12-05T22:59:24.000Z,2018-12-05 23:42:27 UTC,2018-12-05T22:59:24Z,01m4P000000m2dc
Closed,,Email,Product Problem,Medium,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros,TRUE,2019-09-08T10:13:03.000Z,,2019-09-08T09:14:55.000Z,2019-09-08 10:13:03 UTC,2019-09-08T09:14:55Z,01m4P000000m2dc
Closed,,Phone,General Inquiry,High,orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut,TRUE,2019-05-29T23:18:25.000Z,,2019-05-29T22:23:59.000Z,2019-05-29 23:18:25 UTC,2019-05-29T22:23:59Z,01m4P000000m2dc
Closed,,Email,Product Support,Medium,primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui,TRUE,2019-08-05T15:49:43.000Z,,2019-08-05T14:47:10.000Z,2019-08-05 15:49:43 UTC,2019-08-05T14:47:10Z,01m4P000000m2dc
Closed,,Email,Known Issue,Low,curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis,TRUE,2018-11-18T13:50:11.000Z,,2018-11-18T13:27:48.000Z,2018-11-18 13:50:11 UTC,2018-11-18T13:27:48Z,01m4P000000m2dc
Closed,,Email,Product Support,Medium,in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam,TRUE,2019-05-09T00:42:06.000Z,,2019-05-08T23:51:32.000Z,2019-05-09 00:42:06 UTC,2019-05-08T23:51:32Z,01m4P000000m2dc
Closed,,Web,Known Issue,Low,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl,TRUE,2019-07-31T06:17:47.000Z,,2019-07-31T05:16:53.000Z,2019-07-31 06:17:47 UTC,2019-07-31T05:16:53Z,01m4P000000m2dc
Closed,,Web,Product Support,High,lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna,TRUE,2019-05-03T00:00:15.000Z,,2019-05-02T22:51:41.000Z,2019-05-03 00:00:15 UTC,2019-05-02T22:51:41Z,01m4P000000m2dc
Closed,,Web,Product Problem,Medium,morbi non lectus aliquam sit amet diam in magna bibendum,TRUE,2019-03-20T21:58:24.000Z,,2019-03-20T21:02:05.000Z,2019-03-20 21:58:24 UTC,2019-03-20T21:02:05Z,01m4P000000m2dc
Closed,,Web,Product Support,Medium,donec quis orci eget orci vehicula condimentum curabitur in libero ut massa,TRUE,2019-09-06T08:03:31.000Z,,2019-09-06T07:09:49.000Z,2019-09-06 08:03:31 UTC,2019-09-06T07:09:49Z,01m4P000000m2dc
Closed,,Web,Known Issue,High,pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate,TRUE,2019-04-26T06:16:26.000Z,,2019-04-26T05:54:43.000Z,2019-04-26 06:16:26 UTC,2019-04-26T05:54:43Z,01m4P000000m2dc
Closed,,Email,Product Support,Low,porta volutpat erat quisque erat eros viverra eget congue eget semper,TRUE,2019-09-16T06:38:57.000Z,,2019-09-16T06:06:25.000Z,2019-09-16 06:38:57 UTC,2019-09-16T06:06:25Z,01m4P000000m2dc
Closed,,Phone,Known Issue,High,orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti,TRUE,2019-10-24T09:51:30.000Z,,2019-10-24T09:24:31.000Z,2019-10-24 09:51:30 UTC,2019-10-24T09:24:31Z,01m4P000000m2dc
Closed,,Phone,Product Support,Low,pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at,TRUE,2018-11-25T11:04:01.000Z,,2018-11-25T10:05:31.000Z,2018-11-25 11:04:01 UTC,2018-11-25T10:05:31Z,01m4P000000m2dc
Closed,,Phone,General Inquiry,Low,blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla,TRUE,2019-10-27T22:41:04.000Z,,2019-10-27T21:37:34.000Z,2019-10-27 22:41:04 UTC,2019-10-27T21:37:34Z,01m4P000000m2dc
Closed,,Web,Product Support,Medium,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt,TRUE,2019-03-28T05:56:00.000Z,,2019-03-28T04:32:22.000Z,2019-03-28 05:56:00 UTC,2019-03-28T04:32:22Z,01m4P000000m2dc
Closed,,Web,Product Support,High,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis,TRUE,2018-12-31T15:45:16.000Z,,2018-12-31T14:46:02.000Z,2018-12-31 15:45:16 UTC,2018-12-31T14:46:02Z,01m4P000000m2dc
Closed,,Email,Known Issue,Medium,fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien,TRUE,2019-04-29T20:35:37.000Z,,2019-04-29T19:26:49.000Z,2019-04-29 20:35:37 UTC,2019-04-29T19:26:49Z,01m4P000000m2dc
Closed,,Phone,Product Problem,High,felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa,TRUE,2019-06-13T03:17:36.000Z,,2019-06-13T02:07:40.000Z,2019-06-13 03:17:36 UTC,2019-06-13T02:07:40Z,01m4P000000m2dc
Closed,,Phone,Product Problem,Medium,et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl,TRUE,2019-01-12T09:03:51.000Z,,2019-01-12T08:26:18.000Z,2019-01-12 09:03:51 UTC,2019-01-12T08:26:18Z,01m4P000000m2dc
Closed,,Phone,Product Support,High,non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus,TRUE,2019-05-28T00:05:08.000Z,,2019-05-27T23:24:28.000Z,2019-05-28 00:05:08 UTC,2019-05-27T23:24:28Z,01m4P000000m2dc
Closed,,Phone,Product Support,High,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices,TRUE,2019-08-01T16:45:14.000Z,,2019-08-01T15:21:37.000Z,2019-08-01 16:45:14 UTC,2019-08-01T15:21:37Z,01m4P000000m2dc
Closed,,Web,Known Issue,Medium,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac,TRUE,2018-10-27T04:36:05.000Z,,2018-10-27T04:00:35.000Z,2018-10-27 04:36:05 UTC,2018-10-27T04:00:35Z,01m4P000000m2dc
Closed,,Email,Known Issue,Low,massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et,TRUE,2019-01-19T23:46:59.000Z,,2019-01-19T23:12:50.000Z,2019-01-19 23:46:59 UTC,2019-01-19T23:12:50Z,01m4P000000m2dc
Closed,,Phone,Product Problem,High,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio,TRUE,2019-05-02T19:17:57.000Z,,2019-05-02T18:03:13.000Z,2019-05-02 19:17:57 UTC,2019-05-02T18:03:13Z,01m4P000000m2dc
Closed,,Phone,Product Support,Medium,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum,TRUE,2018-12-24T15:06:44.000Z,,2018-12-24T13:44:05.000Z,2018-12-24 15:06:44 UTC,2018-12-24T13:44:05Z,01m4P000000m2dc
Closed,,Web,General Inquiry,High,id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et,TRUE,2019-02-16T08:22:39.000Z,,2019-02-16T06:38:40.000Z,2019-02-16 08:22:39 UTC,2019-02-16T06:38:40Z,01m4P000000m2dc
Closed,,Email,Known Issue,Medium,fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed,TRUE,2019-07-16T22:51:10.000Z,,2019-07-16T21:33:47.000Z,2019-07-16 22:51:10 UTC,2019-07-16T21:33:47Z,01m4P000000m2dc
Closed,,Web,Product Inquiry,Medium,erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam,TRUE,2019-02-28T12:20:47.000Z,,2019-02-28T11:49:34.000Z,2019-02-28 12:20:47 UTC,2019-02-28T11:49:34Z,01m4P000000m2dc
Closed,,Web,Product Inquiry,Medium,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis,TRUE,2019-02-26T22:48:28.000Z,,2019-02-26T21:43:23.000Z,2019-02-26 22:48:28 UTC,2019-02-26T21:43:23Z,01m4P000000m2dc
Closed,,Web,General Inquiry,High,turpis adipiscing lorem vitae mattis nibh ligula nec sem duis,TRUE,2019-08-19T14:26:54.000Z,,2019-08-19T13:00:46.000Z,2019-08-19 14:26:54 UTC,2019-08-19T13:00:46Z,01m4P000000m2dc
Closed,,Email,Product Problem,High,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet,TRUE,2019-08-04T10:26:55.000Z,,2019-08-04T10:09:12.000Z,2019-08-04 10:26:55 UTC,2019-08-04T10:09:12Z,01m4P000000m2dc
Closed,,Phone,Product Problem,High,a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit,TRUE,2019-06-18T02:29:46.000Z,,2019-06-18T01:05:49.000Z,2019-06-18 02:29:46 UTC,2019-06-18T01:05:49Z,01m4P000000m2dc
Closed,,Web,Known Issue,Low,nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in,TRUE,2019-03-15T22:16:40.000Z,,2019-03-15T21:40:12.000Z,2019-03-15 22:16:40 UTC,2019-03-15T21:40:12Z,01m4P000000m2dc
Closed,,Email,Known Issue,Low,pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer,TRUE,2019-04-29T15:00:48.000Z,,2019-04-29T14:09:11.000Z,2019-04-29 15:00:48 UTC,2019-04-29T14:09:11Z,01m4P000000m2dc
Closed,,Web,Product Inquiry,Medium,nunc proin at turpis a pede posuere nonummy integer non velit,TRUE,2019-09-28T11:18:02.000Z,,2019-09-28T10:35:51.000Z,2019-09-28 11:18:02 UTC,2019-09-28T10:35:51Z,01m4P000000m2dc
Closed,,Phone,General Inquiry,Low,eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in,TRUE,2019-06-08T04:15:45.000Z,,2019-06-08T03:32:02.000Z,2019-06-08 04:15:45 UTC,2019-06-08T03:32:02Z,01m4P000000m2dc
Closed,,Email,Known Issue,Low,vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra,TRUE,2019-03-04T02:00:22.000Z,,2019-03-04T01:25:47.000Z,2019-03-04 02:00:22 UTC,2019-03-04T01:25:47Z,01m4P000000m2dc
Closed,,Email,Product Support,High,volutpat sapien arcu sed augue aliquam erat volutpat in congue,TRUE,2019-09-15T00:14:59.000Z,,2019-09-14T23:22:36.000Z,2019-09-15 00:14:59 UTC,2019-09-14T23:22:36Z,01m4P000000m2dc
Closed,,Phone,Known Issue,High,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi,TRUE,2019-01-29T11:44:00.000Z,,2019-01-29T11:11:38.000Z,2019-01-29 11:44:00 UTC,2019-01-29T11:11:38Z,01m4P000000m2dc
Closed,,Web,Product Problem,High,nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat,TRUE,2018-11-15T06:05:10.000Z,,2018-11-15T05:26:55.000Z,2018-11-15 06:05:10 UTC,2018-11-15T05:26:55Z,01m4P000000m2dc
Closed,,Phone,Product Problem,Medium,mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum,TRUE,2019-03-30T01:19:06.000Z,,2019-03-29T23:39:43.000Z,2019-03-30 01:19:06 UTC,2019-03-29T23:39:43Z,01m4P000000m2dc
Closed,,Web,Product Inquiry,High,iaculis justo in hac habitasse platea dictumst etiam faucibus cursus,TRUE,2019-05-30T01:54:14.000Z,,2019-05-30T00:38:32.000Z,2019-05-30 01:54:14 UTC,2019-05-30T00:38:32Z,01m4P000000m2dc
Closed,,Phone,Product Problem,Low,elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien,TRUE,2019-03-11T02:20:30.000Z,,2019-03-11T01:11:10.000Z,2019-03-11 02:20:30 UTC,2019-03-11T01:11:10Z,01m4P000000m2dc
Closed,,Email,Product Problem,High,ac nulla sed vel enim sit amet nunc viverra dapibus,TRUE,2019-01-28T19:32:50.000Z,,2019-01-28T18:12:33.000Z,2019-01-28 19:32:50 UTC,2019-01-28T18:12:33Z,01m4P000000m2dc
Closed,,Email,General Inquiry,Low,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget,TRUE,2019-04-29T03:39:20.000Z,,2019-04-29T02:32:54.000Z,2019-04-29 03:39:20 UTC,2019-04-29T02:32:54Z,01m4P000000m2dc
Closed,,Web,Product Problem,Low,a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue,TRUE,2019-10-03T21:03:49.000Z,,2019-10-03T20:04:55.000Z,2019-10-03 21:03:49 UTC,2019-10-03T20:04:55Z,01m4P000000m2dc
Closed,,Phone,General Inquiry,High,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi,TRUE,2019-09-19T00:19:32.000Z,,2019-09-18T23:31:44.000Z,2019-09-19 00:19:32 UTC,2019-09-18T23:31:44Z,01m4P000000m2dc
Closed,,Phone,Known Issue,Low,augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam,TRUE,2018-10-23T12:42:30.000Z,,2018-10-23T11:45:22.000Z,2018-10-23 12:42:30 UTC,2018-10-23T11:45:22Z,01m4P000000m2dc
Closed,,Email,Product Support,Medium,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed,TRUE,2018-12-16T14:56:44.000Z,,2018-12-16T14:00:12.000Z,2018-12-16 14:56:44 UTC,2018-12-16T14:00:12Z,01m4P000000m2dc
Closed,,Email,Product Inquiry,High,in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl,TRUE,2019-08-10T00:38:10.000Z,,2019-08-09T23:46:35.000Z,2019-08-10 00:38:10 UTC,2019-08-09T23:46:35Z,01m4P000000m2dc
Closed,,Phone,General Inquiry,High,mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet,TRUE,2019-06-03T08:11:16.000Z,,2019-06-03T07:26:08.000Z,2019-06-03 08:11:16 UTC,2019-06-03T07:26:08Z,01m4P000000m2dc
Closed,,Web,Product Inquiry,Low,rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor,TRUE,2019-09-05T03:14:06.000Z,,2019-09-05T02:47:41.000Z,2019-09-05 03:14:06 UTC,2019-09-05T02:47:41Z,01m4P000000m2dc
Closed,,Phone,Product Problem,Medium,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce,TRUE,2019-07-17T13:28:17.000Z,,2019-07-17T12:26:42.000Z,2019-07-17 13:28:17 UTC,2019-07-17T12:26:42Z,01m4P000000m2dc
Closed,,Phone,Known Issue,Medium,augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at,TRUE,2019-07-15T00:09:04.000Z,,2019-07-14T23:13:47.000Z,2019-07-15 00:09:04 UTC,2019-07-14T23:13:47Z,01m4P000000m2dc
Closed,,Phone,General Inquiry,Medium,mi in porttitor pede justo eu massa donec dapibus duis,TRUE,2019-10-10T01:12:50.000Z,,2019-10-10T00:05:01.000Z,2019-10-10 01:12:50 UTC,2019-10-10T00:05:01Z,01m4P000000m2dc
Closed,,Phone,Product Inquiry,Medium,purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu,TRUE,2019-02-26T21:09:23.000Z,,2019-02-26T20:05:29.000Z,2019-02-26 21:09:23 UTC,2019-02-26T20:05:29Z,01m4P000000m2dc
Closed,,Phone,Product Support,High,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et,TRUE,2019-04-11T19:20:02.000Z,,2019-04-11T18:26:34.000Z,2019-04-11 19:20:02 UTC,2019-04-11T18:26:34Z,01m4P000000m2dc
Closed,,Web,Known Issue,Low,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor,TRUE,2019-05-23T21:42:14.000Z,,2019-05-23T20:51:59.000Z,2019-05-23 21:42:14 UTC,2019-05-23T20:51:59Z,01m4P000000m2dc
Closed,,Web,Product Support,High,eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo,TRUE,2019-04-08T22:30:56.000Z,,2019-04-08T21:56:02.000Z,2019-04-08 22:30:56 UTC,2019-04-08T21:56:02Z,01m4P000000m2dc
Closed,,Phone,Product Problem,Medium,velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci,TRUE,2019-05-20T22:44:21.000Z,,2019-05-20T21:43:48.000Z,2019-05-20 22:44:21 UTC,2019-05-20T21:43:48Z,01m4P000000m2dc
Closed,,Email,Known Issue,Medium,sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae,TRUE,2019-05-16T03:51:20.000Z,,2019-05-16T02:19:19.000Z,2019-05-16 03:51:20 UTC,2019-05-16T02:19:19Z,01m4P000000m2dc
Closed,,Web,Product Inquiry,Medium,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros,TRUE,2018-11-20T08:45:50.000Z,,2018-11-20T07:25:08.000Z,2018-11-20 08:45:50 UTC,2018-11-20T07:25:08Z,01m4P000000m2dc
Closed,,Email,General Inquiry,Medium,in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit,TRUE,2019-04-04T21:10:34.000Z,,2019-04-04T19:40:28.000Z,2019-04-04 21:10:34 UTC,2019-04-04T19:40:28Z,01m4P000000m2dc
Closed,,Email,Product Inquiry,Medium,in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti,TRUE,2019-04-04T22:32:41.000Z,,2019-04-04T22:08:18.000Z,2019-04-04 22:32:41 UTC,2019-04-04T22:08:18Z,01m4P000000m2dc
Closed,,Web,Product Support,High,hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante,TRUE,2019-03-23T01:07:49.000Z,,2019-03-22T23:53:22.000Z,2019-03-23 01:07:49 UTC,2019-03-22T23:53:22Z,01m4P000000m2dc
Closed,,Web,Product Inquiry,Low,consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc,TRUE,2019-01-27T07:36:19.000Z,,2019-01-27T06:23:19.000Z,2019-01-27 07:36:19 UTC,2019-01-27T06:23:19Z,01m4P000000m2dc
Closed,,Email,Product Problem,Medium,phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing,TRUE,2019-08-07T07:49:34.000Z,,2019-08-07T06:30:13.000Z,2019-08-07 07:49:34 UTC,2019-08-07T06:30:13Z,01m4P000000m2dc
Closed,,Web,Known Issue,High,lobortis est phasellus sit amet erat nulla tempus vivamus in felis,TRUE,2019-05-15T08:00:07.000Z,,2019-05-15T07:10:42.000Z,2019-05-15 08:00:07 UTC,2019-05-15T07:10:42Z,01m4P000000m2dc
Closed,,Web,Product Support,Medium,at velit vivamus vel nulla eget eros elementum pellentesque quisque,TRUE,2019-05-10T10:51:18.000Z,,2019-05-10T10:18:25.000Z,2019-05-10 10:51:18 UTC,2019-05-10T10:18:25Z,01m4P000000m2dc
Closed,,Web,Product Inquiry,Medium,rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis,TRUE,2019-09-20T04:47:36.000Z,,2019-09-20T03:48:04.000Z,2019-09-20 04:47:36 UTC,2019-09-20T03:48:04Z,01m4P000000m2dc
Closed,,Web,Known Issue,Medium,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi,TRUE,2018-12-22T04:07:23.000Z,,2018-12-22T03:24:40.000Z,2018-12-22 04:07:23 UTC,2018-12-22T03:24:40Z,01m4P000000m2dc
Closed,,Email,General Inquiry,High,aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed,TRUE,2019-04-02T16:11:12.000Z,,2019-04-02T15:08:05.000Z,2019-04-02 16:11:12 UTC,2019-04-02T15:08:05Z,01m4P000000m2dc
Closed,,Email,General Inquiry,Low,erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam,TRUE,2019-05-07T05:20:03.000Z,,2019-05-07T04:25:14.000Z,2019-05-07 05:20:03 UTC,2019-05-07T04:25:14Z,01m4P000000m2dc
Closed,,Phone,General Inquiry,Medium,risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis,TRUE,2019-02-03T21:59:31.000Z,,2019-02-03T21:34:55.000Z,2019-02-03 21:59:31 UTC,2019-02-03T21:34:55Z,01m4P000000m2dc
Closed,,Email,General Inquiry,High,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum,TRUE,2019-06-19T01:21:19.000Z,,2019-06-19T00:49:12.000Z,2019-06-19 01:21:19 UTC,2019-06-19T00:49:12Z,01m4P000000m2dc
Closed,,Web,Product Support,Low,ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in,TRUE,2019-06-16T10:20:07.000Z,,2019-06-16T09:48:53.000Z,2019-06-16 10:20:07 UTC,2019-06-16T09:48:53Z,01m4P000000m2dc
Closed,,Email,General Inquiry,Low,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut,TRUE,2018-11-14T00:39:44.000Z,,2018-11-13T23:43:05.000Z,2018-11-14 00:39:44 UTC,2018-11-13T23:43:05Z,01m4P000000m2dc
Closed,,Email,General Inquiry,High,orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis,TRUE,2019-10-19T11:55:15.000Z,,2019-10-19T10:51:29.000Z,2019-10-19 11:55:15 UTC,2019-10-19T10:51:29Z,01m4P000000m2dc
Closed,,Email,Product Problem,High,quis lectus suspendisse potenti in eleifend quam a odio in,TRUE,2019-07-29T10:45:37.000Z,,2019-07-29T09:59:03.000Z,2019-07-29 10:45:37 UTC,2019-07-29T09:59:03Z,01m4P000000m2dc
Closed,,Web,Product Support,Low,nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id,TRUE,2018-12-05T15:20:18.000Z,,2018-12-05T14:35:50.000Z,2018-12-05 15:20:18 UTC,2018-12-05T14:35:50Z,01m4P000000m2dc
Closed,,Phone,Product Inquiry,Medium,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat,TRUE,2019-08-05T17:34:44.000Z,,2019-08-05T17:18:31.000Z,2019-08-05 17:34:44 UTC,2019-08-05T17:18:31Z,01m4P000000m2dc
Closed,,Email,Known Issue,Medium,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat,TRUE,2019-07-07T02:46:44.000Z,,2019-07-07T01:47:56.000Z,2019-07-07 02:46:44 UTC,2019-07-07T01:47:56Z,01m4P000000m2dc
Closed,,Phone,General Inquiry,High,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum,TRUE,2019-09-02T04:52:08.000Z,,2019-09-02T03:35:34.000Z,2019-09-02 04:52:08 UTC,2019-09-02T03:35:34Z,01m4P000000m2dc
Closed,,Phone,Product Problem,Low,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,TRUE,2019-03-04T13:37:59.000Z,,2019-03-04T12:24:58.000Z,2019-03-04 13:37:59 UTC,2019-03-04T12:24:58Z,01m4P000000m2dc
Closed,,Email,Product Problem,Medium,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus,TRUE,2019-09-04T22:56:08.000Z,,2019-09-04T21:23:14.000Z,2019-09-04 22:56:08 UTC,2019-09-04T21:23:14Z,01m4P000000m2dc
